timestamp,left_eye_gaze_position_x,left_eye_gaze_position_y,left_eye_pupil_diameter_mm,left_eye_pupil_position_x,left_eye_pupil_position_y,left_eye_pupil_position_z,left_eye_visual_angle_theta,left_eye_visual_angle_phi,left_eye_visual_angle_vector_x,left_eye_visual_angle_vector_y,left_eye_visual_angle_vector_z,left_eye_pixels_per_degree_x,left_eye_pixels_per_degree_y,left_eye_valid,right_eye_gaze_position_x,right_eye_gaze_position_y,right_eye_pupil_diameter_mm,right_eye_pupil_position_x,right_eye_pupil_position_y,right_eye_pupil_position_z,right_eye_visual_angle_theta,right_eye_visual_angle_phi,right_eye_visual_angle_vector_x,right_eye_visual_angle_vector_y,right_eye_visual_angle_vector_z,right_eye_pixels_per_degree_x,right_eye_pixels_per_degree_y,right_eye_valid,bino_eye_gaze_position_x,bino_eye_gaze_position_y,bino_eye_valid,trigger
166897402917000,1187,551.48,3.48768,134.302,72.341,-498.523,8.92733,3.00708,0.154968,0.0524594,0.0524594,53.3339,53.3339,1,1129.31,775.979,3.77967,201.583,77.7108,-500.159,0.132799,6.95,0.00230074,0.121003,0.121003,53.3339,53.3339,1,1158.16,663.729,1,0
166897407842900,1188.16,551.534,3.46683,134.304,72.3293,-498.549,8.95065,3.00708,0.15537,0.0524594,0.0524594,53.3384,53.3384,1,1129.33,775.979,3.78258,201.588,77.6873,-500.221,0.132799,6.95,0.00230074,0.121003,0.121003,53.3384,53.3384,1,1158.75,663.756,1,0
166897412837900,1188.19,551.642,3.50809,134.313,72.3239,-498.538,8.95065,3.00708,0.15537,0.0524594,0.0524594,53.3394,53.3394,1,1131.38,768.007,3.76239,201.591,77.6742,-500.249,0.1741,6.78901,0.00301731,0.118214,0.118214,53.3394,53.3394,1,1159.78,659.825,1,0
166897417846500,1188.19,551.642,3.50809,134.313,72.3239,-498.538,8.95065,3.00708,0.15537,0.0524594,0.0524594,53.3394,53.3394,1,1131.38,768.007,3.76239,201.591,77.6742,-500.249,0.1741,6.78901,0.00301731,0.118214,0.118214,53.3394,53.3394,1,1159.78,659.825,1,0
166897422841400,1188.21,551.665,3.47785,134.322,72.3467,-498.474,8.95065,3.00708,0.15537,0.0524594,0.0524594,53.3305,53.3305,1,1132.38,767.909,3.80641,201.59,77.7149,-500.139,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3305,53.3305,1,1160.3,659.787,1,0
166897427840500,1192.65,548.548,3.48289,134.331,72.3687,-498.426,9.03819,2.94365,0.156885,0.0513538,0.0513538,53.33,53.33,1,1132.4,767.975,3.78162,201.603,77.7096,-500.182,0.194411,6.78901,0.00336931,0.118214,0.118214,53.33,53.33,1,1162.53,658.261,1,0
166897432842700,1192.65,548.548,3.48289,134.331,72.3687,-498.426,9.03819,2.94365,0.156885,0.0513538,0.0513538,53.33,53.33,1,1132.4,767.975,3.78162,201.603,77.7096,-500.182,0.194411,6.78901,0.00336931,0.118214,0.118214,53.33,53.33,1,1162.53,658.261,1,0
166897437826500,1192.69,543.295,3.49681,134.33,72.3575,-498.456,9.03819,2.83716,0.1569,0.0494976,0.0494976,53.3295,53.3295,1,1132.43,767.977,3.81841,201.596,77.7213,-500.141,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3295,53.3295,1,1162.56,655.636,1,0
166897442794300,1192.67,543.412,3.51602,134.331,72.3747,-498.458,9.03819,2.83716,0.1569,0.0494976,0.0494976,53.3282,53.3282,1,1132.48,767.975,3.81979,201.606,77.7319,-500.119,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3282,53.3282,1,1162.58,655.693,1,0
166897447812300,1192.67,543.412,3.51602,134.331,72.3747,-498.458,9.03819,2.83716,0.1569,0.0494976,0.0494976,53.3282,53.3282,1,1132.48,767.975,3.81979,201.606,77.7319,-500.119,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3282,53.3282,1,1162.58,655.693,1,0
166897452863300,1192.68,538.514,3.49221,134.335,72.3681,-498.469,9.03819,2.73839,0.156913,0.0477757,0.0477757,53.3264,53.3264,1,1132.47,768.027,3.85935,201.609,77.7501,-500.073,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3264,53.3264,1,1162.58,653.27,1,0
166897457829600,1192.69,538.543,3.50486,134.337,72.3793,-498.476,9.03819,2.73839,0.156913,0.0477757,0.0477757,53.3297,53.3297,1,1132.48,768.094,3.88257,201.616,77.7266,-500.133,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3297,53.3297,1,1162.58,653.318,1,0
166897462801800,1192.69,538.543,3.50486,134.337,72.3793,-498.476,9.03819,2.73839,0.156913,0.0477757,0.0477757,53.3297,53.3297,1,1132.48,768.094,3.88257,201.616,77.7266,-500.133,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3297,53.3297,1,1162.58,653.318,1,0
166897467799200,1192.69,538.543,3.50486,134.337,72.3793,-498.476,9.03819,2.73839,0.156913,0.0477757,0.0477757,53.3297,53.3297,1,1132.48,768.094,3.88257,201.616,77.7266,-500.133,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3297,53.3297,1,1162.58,653.318,1,0
166897472826000,1192.71,533.639,3.46153,134.346,72.3862,-498.441,9.03819,2.63831,0.156926,0.046031,0.046031,53.3248,53.3248,1,1132.47,768.161,3.8488,201.609,77.7487,-500.072,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3248,53.3248,1,1162.59,650.9,1,0
166897477818800,1192.71,533.639,3.46153,134.346,72.3862,-498.441,9.03819,2.63831,0.156926,0.046031,0.046031,53.3248,53.3248,1,1132.47,768.161,3.8488,201.609,77.7487,-500.072,0.194411,6.78901,0.00336931,0.118214,0.118214,53.3248,53.3248,1,1162.59,650.9,1,0
