timestamp,left_eye_gaze_position_x,left_eye_gaze_position_y,left_eye_pupil_diameter_mm,left_eye_pupil_position_x,left_eye_pupil_position_y,left_eye_pupil_position_z,left_eye_visual_angle_theta,left_eye_visual_angle_phi,left_eye_visual_angle_vector_x,left_eye_visual_angle_vector_y,left_eye_visual_angle_vector_z,left_eye_pixels_per_degree_x,left_eye_pixels_per_degree_y,left_eye_valid,right_eye_gaze_position_x,right_eye_gaze_position_y,right_eye_pupil_diameter_mm,right_eye_pupil_position_x,right_eye_pupil_position_y,right_eye_pupil_position_z,right_eye_visual_angle_theta,right_eye_visual_angle_phi,right_eye_visual_angle_vector_x,right_eye_visual_angle_vector_y,right_eye_visual_angle_vector_z,right_eye_pixels_per_degree_x,right_eye_pixels_per_degree_y,right_eye_valid,bino_eye_gaze_position_x,bino_eye_gaze_position_y,bino_eye_valid,trigger,real_system_time
10126011044800,689.476,484.748,4.614,85.7128,104.06,-540.626,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.5994,55.5994,1,992.327,490.139,4.71695,151.041,102.234,-543.049,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5994,55.5994,1,840.901,487.444,1,0,2025-03-27 13:35:21.011044800
10126015980400,690.083,484.965,4.68515,85.8092,104.03,-540.463,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.5775,55.5775,1,993.031,490.27,4.75023,151.147,102.255,-542.744,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5775,55.5775,1,841.557,487.617,1,0,2025-03-27 13:35:21.015980400
10126020853000,690.083,484.965,4.68515,85.8092,104.03,-540.463,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.5775,55.5775,1,993.031,490.27,4.75023,151.147,102.255,-542.744,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5775,55.5775,1,841.557,487.617,1,0,2025-03-27 13:35:21.020853000
10126025927100,690.083,484.965,4.68515,85.8092,104.03,-540.463,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.5775,55.5775,1,993.031,490.27,4.75023,151.147,102.255,-542.744,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5775,55.5775,1,841.557,487.617,1,0,2025-03-27 13:35:21.025927100
10126030677000,690.647,484.684,4.68671,85.9154,104.031,-540.261,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.5695,55.5695,1,993.56,489.863,4.73202,151.259,102.183,-542.756,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5695,55.5695,1,842.104,487.273,1,0,2025-03-27 13:35:21.030677000
10126035410200,691.437,484.499,4.65024,86.0886,103.987,-540.051,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.551,55.551,1,994.413,489.834,4.72718,151.405,102.136,-542.548,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.551,55.551,1,842.925,487.167,1,0,2025-03-27 13:35:21.035410200
10126040309700,691.437,484.499,4.65024,86.0886,103.987,-540.051,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.551,55.551,1,994.413,489.834,4.72718,151.405,102.136,-542.548,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.551,55.551,1,842.925,487.167,1,0,2025-03-27 13:35:21.040309700
10126045124100,691.437,484.499,4.65024,86.0886,103.987,-540.051,4.00972,-1.81006,0.0698908,-0.0315863,-0.0315863,55.551,55.551,1,994.413,489.834,4.72718,151.405,102.136,-542.548,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.551,55.551,1,842.925,487.167,1,0,2025-03-27 13:35:21.045124100
10126050019600,691.715,504.303,4.60993,86.1574,103.976,-539.897,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.5373,55.5373,1,994.597,489.684,4.7301,151.474,102.149,-542.411,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5373,55.5373,1,843.156,496.994,1,0,2025-03-27 13:35:21.050019600
10126054927400,691.715,504.303,4.60993,86.1574,103.976,-539.897,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.5373,55.5373,1,994.597,489.684,4.7301,151.474,102.149,-542.411,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5373,55.5373,1,843.156,496.994,1,0,2025-03-27 13:35:21.054927400
10126059785700,692.601,504.054,4.58579,86.317,103.983,-539.598,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.5122,55.5122,1,995.535,489.864,4.73385,151.62,102.144,-542.178,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5122,55.5122,1,844.068,496.959,1,0,2025-03-27 13:35:21.059785700
10126064628400,692.601,504.054,4.58579,86.317,103.983,-539.598,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.5122,55.5122,1,995.535,489.864,4.73385,151.62,102.144,-542.178,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5122,55.5122,1,844.068,496.959,1,0,2025-03-27 13:35:21.064628400
10126069484800,693.197,504.271,4.66943,86.4196,103.948,-539.599,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.5009,55.5009,1,996.172,489.941,4.68537,151.731,102.175,-541.934,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5009,55.5009,1,844.685,497.106,1,0,2025-03-27 13:35:21.069484800
10126074338000,693.197,504.271,4.66943,86.4196,103.948,-539.599,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.5009,55.5009,1,996.172,489.941,4.68537,151.731,102.175,-541.934,2.8304,-1.51375,0.0493625,-0.0264169,-0.0264169,55.5009,55.5009,1,844.685,497.106,1,0,2025-03-27 13:35:21.074338000
10126079202400,693.817,504.307,4.56486,86.5628,104.003,-539.307,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.4848,55.4848,1,994.884,489.79,4.64477,151.858,102.159,-541.896,2.79565,-1.51375,0.048757,-0.0264169,-0.0264169,55.4848,55.4848,1,844.35,497.048,1,0,2025-03-27 13:35:21.079202400
10126084045200,693.817,504.307,4.56486,86.5628,104.003,-539.307,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.4848,55.4848,1,994.884,489.79,4.64477,151.858,102.159,-541.896,2.79565,-1.51375,0.048757,-0.0264169,-0.0264169,55.4848,55.4848,1,844.35,497.048,1,0,2025-03-27 13:35:21.084045200
10126088909400,694.344,504.43,4.63482,86.6418,103.999,-539.288,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.4802,55.4802,1,995.523,495.187,4.62211,151.943,102.181,-541.821,2.79565,-1.41737,0.0487591,-0.0247352,-0.0247352,55.4802,55.4802,1,844.933,499.809,1,0,2025-03-27 13:35:21.088909400
10126093812400,694.344,504.43,4.63482,86.6418,103.999,-539.288,4.00972,-1.43904,0.0699036,-0.0251133,-0.0251133,55.4802,55.4802,1,995.523,495.187,4.62211,151.943,102.181,-541.821,2.79565,-1.41737,0.0487591,-0.0247352,-0.0247352,55.4802,55.4802,1,844.933,499.809,1,0,2025-03-27 13:35:21.093812400
10126098977500,694.93,504.938,4.56567,86.7442,104.005,-539.27,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4769,55.4769,1,988.197,495.305,4.60275,152.053,102.199,-541.775,2.6493,-1.41737,0.0462084,-0.0247352,-0.0247352,55.4769,55.4769,1,841.563,500.121,1,0,2025-03-27 13:35:21.098977500
10126103835800,694.93,504.938,4.56567,86.7442,104.005,-539.27,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4769,55.4769,1,988.197,495.305,4.60275,152.053,102.199,-541.775,2.6493,-1.41737,0.0462084,-0.0247352,-0.0247352,55.4769,55.4769,1,841.563,500.121,1,0,2025-03-27 13:35:21.103835800
10126108430900,695.343,504.915,4.56408,86.8342,104.076,-539.079,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.461,55.461,1,988.615,495.609,4.56255,152.129,102.257,-541.664,2.6493,-1.41737,0.0462084,-0.0247352,-0.0247352,55.461,55.461,1,841.979,500.262,1,0,2025-03-27 13:35:21.108430900
10126113299400,695.343,504.915,4.56408,86.8342,104.076,-539.079,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.461,55.461,1,988.615,495.609,4.56255,152.129,102.257,-541.664,2.6493,-1.41737,0.0462084,-0.0247352,-0.0247352,55.461,55.461,1,841.979,500.262,1,0,2025-03-27 13:35:21.113299400
10126118305000,695.724,505.092,4.48628,86.9373,104.144,-538.9,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4494,55.4494,1,989.094,496.034,4.54014,152.194,102.298,-541.624,2.6493,-1.41737,0.0462084,-0.0247352,-0.0247352,55.4494,55.4494,1,842.409,500.563,1,0,2025-03-27 13:35:21.118305000
10126123310500,695.724,505.092,4.48628,86.9373,104.144,-538.9,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4494,55.4494,1,989.094,496.034,4.54014,152.194,102.298,-541.624,2.6493,-1.41737,0.0462084,-0.0247352,-0.0247352,55.4494,55.4494,1,842.409,500.563,1,0,2025-03-27 13:35:21.123310500
10126127922700,696.282,505.707,4.45811,87.013,104.178,-538.926,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4498,55.4498,1,981.922,496.167,4.48366,152.284,102.338,-541.627,2.50748,-1.41737,0.0437365,-0.0247352,-0.0247352,55.4498,55.4498,1,839.102,500.937,1,0,2025-03-27 13:35:21.127922700
10126132717800,696.282,505.707,4.45811,87.013,104.178,-538.926,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4498,55.4498,1,981.922,496.167,4.48366,152.284,102.338,-541.627,2.50748,-1.41737,0.0437365,-0.0247352,-0.0247352,55.4498,55.4498,1,839.102,500.937,1,0,2025-03-27 13:35:21.132717800
10126137718000,696.68,505.964,4.43348,87.105,104.228,-538.831,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4374,55.4374,1,982.484,496.834,4.46474,152.373,102.415,-541.491,2.50748,-1.41737,0.0437365,-0.0247352,-0.0247352,55.4374,55.4374,1,839.582,501.399,1,0,2025-03-27 13:35:21.137718000
10126142459100,696.68,505.964,4.43348,87.105,104.228,-538.831,4.00962,-1.43904,0.0699019,-0.0251133,-0.0251133,55.4374,55.4374,1,982.484,496.834,4.46474,152.373,102.415,-541.491,2.50748,-1.41737,0.0437365,-0.0247352,-0.0247352,55.4374,55.4374,1,839.582,501.399,1,0,2025-03-27 13:35:21.142459100
10126147332700,693.884,505.535,4.38215,87.2108,104.296,-538.698,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4243,55.4243,1,980.734,496.864,4.41112,152.471,102.472,-541.382,2.4664,-1.41737,0.0430203,-0.0247352,-0.0247352,55.4243,55.4243,1,837.309,501.2,1,0,2025-03-27 13:35:21.147332700
10126152286400,693.884,505.535,4.38215,87.2108,104.296,-538.698,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4243,55.4243,1,980.734,496.864,4.41112,152.471,102.472,-541.382,2.4664,-1.41737,0.0430203,-0.0247352,-0.0247352,55.4243,55.4243,1,837.309,501.2,1,0,2025-03-27 13:35:21.152286400
10126157084000,694.338,505.56,4.36278,87.2931,104.284,-538.785,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4317,55.4317,1,979.203,497.21,4.40155,152.567,102.489,-541.453,2.42753,-1.41737,0.0423427,-0.0247352,-0.0247352,55.4317,55.4317,1,836.771,501.385,1,0,2025-03-27 13:35:21.157084000
10126161990400,694.338,505.56,4.36278,87.2931,104.284,-538.785,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4317,55.4317,1,979.203,497.21,4.40155,152.567,102.489,-541.453,2.42753,-1.41737,0.0423427,-0.0247352,-0.0247352,55.4317,55.4317,1,836.771,501.385,1,0,2025-03-27 13:35:21.161990400
10126166855300,694.868,505.778,4.30615,87.3975,104.327,-538.69,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4238,55.4238,1,979.72,497.259,4.36029,152.654,102.524,-541.4,2.42753,-1.41737,0.0423427,-0.0247352,-0.0247352,55.4238,55.4238,1,837.294,501.518,1,0,2025-03-27 13:35:21.166855300
10126171676400,694.868,505.778,4.30615,87.3975,104.327,-538.69,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4238,55.4238,1,979.72,497.259,4.36029,152.654,102.524,-541.4,2.42753,-1.41737,0.0423427,-0.0247352,-0.0247352,55.4238,55.4238,1,837.294,501.518,1,0,2025-03-27 13:35:21.171676400
10126176574700,694.868,505.778,4.30615,87.3975,104.327,-538.69,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4238,55.4238,1,979.72,497.259,4.36029,152.654,102.524,-541.4,2.42753,-1.41737,0.0423427,-0.0247352,-0.0247352,55.4238,55.4238,1,837.294,501.518,1,0,2025-03-27 13:35:21.176574700
10126181465000,695.391,505.849,4.25589,87.4839,104.345,-538.596,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4227,55.4227,1,979.778,488.519,4.33273,152.74,102.508,-541.471,2.4201,-1.57959,0.0422102,-0.0275656,-0.0275656,55.4227,55.4227,1,837.584,497.184,1,0,2025-03-27 13:35:21.181465000
10126186216400,695.391,505.849,4.25589,87.4839,104.345,-538.596,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4227,55.4227,1,979.778,488.519,4.33273,152.74,102.508,-541.471,2.4201,-1.57959,0.0422102,-0.0275656,-0.0275656,55.4227,55.4227,1,837.584,497.184,1,0,2025-03-27 13:35:21.186216400
10126191169800,695.391,505.849,4.25589,87.4839,104.345,-538.596,3.94752,-1.45003,0.0688207,-0.0253051,-0.0253051,55.4227,55.4227,1,979.778,488.519,4.33273,152.74,102.508,-541.471,2.4201,-1.57959,0.0422102,-0.0275656,-0.0275656,55.4227,55.4227,1,837.584,497.184,1,0,2025-03-27 13:35:21.191169800
10126196032000,696.936,505.731,4.21671,87.5914,104.31,-538.631,3.96723,-1.45003,0.0691637,-0.0253051,-0.0253051,55.4198,55.4198,1,980.41,488.835,4.24088,152.852,102.522,-541.368,2.4201,-1.57959,0.0422102,-0.0275656,-0.0275656,55.4198,55.4198,1,838.673,497.283,1,0,2025-03-27 13:35:21.196032000
10126200849200,696.936,505.731,4.21671,87.5914,104.31,-538.631,3.96723,-1.45003,0.0691637,-0.0253051,-0.0253051,55.4198,55.4198,1,980.41,488.835,4.24088,152.852,102.522,-541.368,2.4201,-1.57959,0.0422102,-0.0275656,-0.0275656,55.4198,55.4198,1,838.673,497.283,1,0,2025-03-27 13:35:21.200849200
10126205693000,696.936,505.731,4.21671,87.5914,104.31,-538.631,3.96723,-1.45003,0.0691637,-0.0253051,-0.0253051,55.4198,55.4198,1,980.41,488.835,4.24088,152.852,102.522,-541.368,2.4201,-1.57959,0.0422102,-0.0275656,-0.0275656,55.4198,55.4198,1,838.673,497.283,1,0,2025-03-27 13:35:21.205693000
10126210706900,697.567,505.489,4.12399,87.7107,104.298,-538.471,3.96723,-1.45003,0.0691637,-0.0253051,-0.0253051,55.4083,55.4083,1,980.882,486.639,4.15144,152.953,102.498,-541.273,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4083,55.4083,1,839.225,496.064,1,0,2025-03-27 13:35:21.210706900
10126215567500,697.567,505.489,4.12399,87.7107,104.298,-538.471,3.96723,-1.45003,0.0691637,-0.0253051,-0.0253051,55.4083,55.4083,1,980.882,486.639,4.15144,152.953,102.498,-541.273,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4083,55.4083,1,839.225,496.064,1,0,2025-03-27 13:35:21.215567500
10126220288400,697.567,505.489,4.12399,87.7107,104.298,-538.471,3.96723,-1.45003,0.0691637,-0.0253051,-0.0253051,55.4083,55.4083,1,980.882,486.639,4.15144,152.953,102.498,-541.273,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4083,55.4083,1,839.225,496.064,1,0,2025-03-27 13:35:21.220288400
10126225281500,700.533,505.014,4.02407,87.8123,104.187,-538.537,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4172,55.4172,1,981.557,486.674,4.0974,153.06,102.414,-541.345,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4172,55.4172,1,841.045,495.844,1,0,2025-03-27 13:35:21.225281500
10126230048800,700.533,505.014,4.02407,87.8123,104.187,-538.537,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4172,55.4172,1,981.557,486.674,4.0974,153.06,102.414,-541.345,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4172,55.4172,1,841.045,495.844,1,0,2025-03-27 13:35:21.230048800
10126234995400,700.751,504.236,4.02355,87.7967,104.021,-538.524,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4195,55.4195,1,981.656,485.825,4.08526,153.039,102.235,-541.314,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4195,55.4195,1,841.203,495.031,1,0,2025-03-27 13:35:21.234995400
10126239720100,700.751,504.236,4.02355,87.7967,104.021,-538.524,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4195,55.4195,1,981.656,485.825,4.08526,153.039,102.235,-541.314,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4195,55.4195,1,841.203,495.031,1,0,2025-03-27 13:35:21.239720100
10126244594300,700.751,504.236,4.02355,87.7967,104.021,-538.524,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4195,55.4195,1,981.656,485.825,4.08526,153.039,102.235,-541.314,2.4201,-1.61204,0.0422095,-0.0281318,-0.0281318,55.4195,55.4195,1,841.203,495.031,1,0,2025-03-27 13:35:21.244594300
10126249519400,700.825,502.946,3.94495,87.6632,103.664,-538.602,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4308,55.4308,1,980.584,484.429,4.14545,152.807,101.937,-541.303,2.41101,-1.61204,0.0420511,-0.0281318,-0.0281318,55.4308,55.4308,1,840.705,493.688,1,0,2025-03-27 13:35:21.249519400
10126254288900,700.825,502.946,3.94495,87.6632,103.664,-538.602,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4308,55.4308,1,980.584,484.429,4.14545,152.807,101.937,-541.303,2.41101,-1.61204,0.0420511,-0.0281318,-0.0281318,55.4308,55.4308,1,840.705,493.688,1,0,2025-03-27 13:35:21.254288900
10126259152200,700.325,501.477,3.85214,87.3158,103.253,-538.762,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4434,55.4434,1,979.573,483.785,4.12675,152.359,101.634,-541.218,2.41101,-1.61204,0.0420511,-0.0281318,-0.0281318,55.4434,55.4434,1,839.949,492.631,1,0,2025-03-27 13:35:21.259152200
10126264003500,700.325,501.477,3.85214,87.3158,103.253,-538.762,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4434,55.4434,1,979.573,483.785,4.12675,152.359,101.634,-541.218,2.41101,-1.61204,0.0420511,-0.0281318,-0.0281318,55.4434,55.4434,1,839.949,492.631,1,0,2025-03-27 13:35:21.264003500
10126268904500,700.325,501.477,3.85214,87.3158,103.253,-538.762,4.01377,-1.45003,0.0699738,-0.0253051,-0.0253051,55.4434,55.4434,1,979.573,483.785,4.12675,152.359,101.634,-541.218,2.41101,-1.61204,0.0420511,-0.0281318,-0.0281318,55.4434,55.4434,1,839.949,492.631,1,0,2025-03-27 13:35:21.268904500
10126273824900,700.07,499.122,3.85966,87.1422,103.192,-538.61,4.01377,-1.48174,0.0699729,-0.0258584,-0.0258584,55.4316,55.4316,1,976.616,438.384,3.8998,152.096,101.554,-541.082,2.36366,-2.45947,0.0412039,-0.0429127,-0.0429127,55.4316,55.4316,1,838.343,468.753,1,0,2025-03-27 13:35:21.273824900
10126278626400,700.07,499.122,3.85966,87.1422,103.192,-538.61,4.01377,-1.48174,0.0699729,-0.0258584,-0.0258584,55.4316,55.4316,1,976.616,438.384,3.8998,152.096,101.554,-541.082,2.36366,-2.45947,0.0412039,-0.0429127,-0.0429127,55.4316,55.4316,1,838.343,468.753,1,0,2025-03-27 13:35:21.278626400
10126283510000,684.301,482.798,3.87098,87.1331,103.085,-538.672,3.70897,-1.79099,0.0646569,-0.0312536,-0.0312536,55.4327,55.4327,1,952.215,421.685,3.85841,152.178,101.503,-541.001,1.89099,-2.76863,0.0329596,-0.048303,-0.048303,55.4327,55.4327,1,818.258,452.242,1,0,2025-03-27 13:35:21.283510000
10126288341500,684.301,482.798,3.87098,87.1331,103.085,-538.672,3.70897,-1.79099,0.0646569,-0.0312536,-0.0312536,55.4327,55.4327,1,952.215,421.685,3.85841,152.178,101.503,-541.001,1.89099,-2.76863,0.0329596,-0.048303,-0.048303,55.4327,55.4327,1,818.258,452.242,1,0,2025-03-27 13:35:21.288341500
10126293256200,598.531,405.183,3.87204,87.1952,103.107,-538.555,2.08687,-3.25731,0.0363559,-0.0568202,-0.0568202,55.4194,55.4194,1,879.217,398.396,3.87622,152.289,101.55,-540.853,0.508844,-3.21375,0.00886692,-0.0560611,-0.0560611,55.4194,55.4194,1,738.874,401.79,1,0,2025-03-27 13:35:21.293256200
10126298101500,598.531,405.183,3.87204,87.1952,103.107,-538.555,2.08687,-3.25731,0.0363559,-0.0568202,-0.0568202,55.4194,55.4194,1,879.217,398.396,3.87622,152.289,101.55,-540.853,0.508844,-3.21375,0.00886692,-0.0560611,-0.0560611,55.4194,55.4194,1,738.874,401.79,1,0,2025-03-27 13:35:21.298101500
10126302924400,598.531,405.183,3.87204,87.1952,103.107,-538.555,2.08687,-3.25731,0.0363559,-0.0568202,-0.0568202,55.4194,55.4194,1,879.217,398.396,3.87622,152.289,101.55,-540.853,0.508844,-3.21375,0.00886692,-0.0560611,-0.0560611,55.4194,55.4194,1,738.874,401.79,1,0,2025-03-27 13:35:21.302924400
10126307872300,448.356,358.598,3.83137,87.2542,103.115,-538.512,-0.754404,-4.13618,-0.0131322,-0.0721272,-0.0721272,55.416,55.416,1,717.103,286.689,3.84147,152.373,101.572,-540.832,-2.54583,-5.29935,-0.0442286,-0.0923592,-0.0923592,55.416,55.416,1,577.53,312.205,1,0,2025-03-27 13:35:21.307872300
10126312736400,448.356,358.598,3.83137,87.2542,103.115,-538.512,-0.754404,-4.13618,-0.0131322,-0.0721272,-0.0721272,55.416,55.416,1,717.103,286.689,3.84147,152.373,101.572,-540.832,-2.54583,-5.29935,-0.0442286,-0.0923592,-0.0923592,55.416,55.416,1,577.53,312.205,1,0,2025-03-27 13:35:21.312736400
10126317549100,448.356,358.598,3.83137,87.2542,103.115,-538.512,-0.754404,-4.13618,-0.0131322,-0.0721272,-0.0721272,55.416,55.416,1,717.103,286.689,3.84147,152.373,101.572,-540.832,-2.54583,-5.29935,-0.0442286,-0.0923592,-0.0923592,55.416,55.416,1,577.53,312.205,1,0,2025-03-27 13:35:21.317549100
10126322377200,380.119,358.798,3.81958,87.361,103.183,-538.383,-2.05316,-4.13618,-0.0357335,-0.0721272,-0.0721272,55.4033,55.4033,1,606.425,270.046,3.85145,152.483,101.658,-540.733,-4.6332,-5.6032,-0.0803905,-0.0976384,-0.0976384,55.4033,55.4033,1,483.46,298.327,1,0,2025-03-27 13:35:21.322377200
10126327283200,380.119,358.798,3.81958,87.361,103.183,-538.383,-2.05316,-4.13618,-0.0357335,-0.0721272,-0.0721272,55.4033,55.4033,1,606.425,270.046,3.85145,152.483,101.658,-540.733,-4.6332,-5.6032,-0.0803905,-0.0976384,-0.0976384,55.4033,55.4033,1,483.46,298.327,1,0,2025-03-27 13:35:21.327283200
10126332089900,334.43,305.207,3.77365,87.4534,103.302,-538.229,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3863,55.3863,1,591.982,270.71,3.83096,152.586,101.796,-540.594,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3863,55.3863,1,450.032,266.955,1,0,2025-03-27 13:35:21.332089900
10126336982100,334.43,305.207,3.77365,87.4534,103.302,-538.229,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3863,55.3863,1,591.982,270.71,3.83096,152.586,101.796,-540.594,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3863,55.3863,1,450.032,266.955,1,0,2025-03-27 13:35:21.336982100
10126341973400,334.43,305.207,3.77365,87.4534,103.302,-538.229,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3863,55.3863,1,591.982,270.71,3.83096,152.586,101.796,-540.594,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3863,55.3863,1,450.032,266.955,1,0,2025-03-27 13:35:21.341973400
10126346762300,334.575,305.637,3.76686,87.4924,103.395,-538.139,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3828,55.3828,1,592.22,271.234,3.84236,152.626,101.866,-540.652,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3828,55.3828,1,450.264,267.502,1,0,2025-03-27 13:35:21.346762300
10126351601200,334.575,305.637,3.76686,87.4924,103.395,-538.139,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3828,55.3828,1,592.22,271.234,3.84236,152.626,101.866,-540.652,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3828,55.3828,1,450.264,267.502,1,0,2025-03-27 13:35:21.351601200
10126356427600,334.575,305.637,3.76686,87.4924,103.395,-538.139,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3828,55.3828,1,592.22,271.234,3.84236,152.626,101.866,-540.652,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3828,55.3828,1,450.264,267.502,1,0,2025-03-27 13:35:21.356427600
10126361303400,334.732,306.387,3.77171,87.5311,103.545,-538.049,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3664,55.3664,1,592.654,272.407,3.82666,152.672,102.045,-540.483,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3664,55.3664,1,450.637,268.599,1,0,2025-03-27 13:35:21.361303400
10126366150900,334.732,306.387,3.77171,87.5311,103.545,-538.049,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3664,55.3664,1,592.654,272.407,3.82666,152.672,102.045,-540.483,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3664,55.3664,1,450.637,268.599,1,0,2025-03-27 13:35:21.366150900
10126371033400,334.732,306.387,3.77171,87.5311,103.545,-538.049,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3664,55.3664,1,592.654,272.407,3.82666,152.672,102.045,-540.483,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3664,55.3664,1,450.637,268.599,1,0,2025-03-27 13:35:21.371033400
10126376074400,334.84,307.469,3.73484,87.5542,103.723,-537.934,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3498,55.3498,1,592.839,273.375,3.82345,152.704,102.234,-540.342,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3498,55.3498,1,450.854,269.758,1,0,2025-03-27 13:35:21.376074400
10126380864600,335.067,308.528,3.78203,87.5833,103.894,-537.829,-2.92608,-5.15468,-0.050841,-0.0898449,-0.0898449,55.3336,55.3336,1,593.089,274.176,3.7594,152.727,102.42,-540.2,-4.91189,-5.6032,-0.0852146,-0.0976384,-0.0976384,55.3336,55.3336,1,451.164,270.816,1,0,2025-03-27 13:35:21.380864600
